docnumber;period;title;genre;author;title2;year;variety;left;kwic;right;selection
doc#555;1841-1947;5_PROSA_SVEVO_COSCIENZA DI ZENO;PROSA;Italo Svevo;La coscienza di Zeno;1923;;difficoltà di una simile simulazione . Non è mica facile di balbettare come se ci si trovasse immersi in un;mezzo sogno;, coprirsi di sudore o sbiancarsi , non tradirsi , eventualmente diventar vermigli dallo sforzo e non arrossire : parlai;ev
doc#185;1376-1532;2_PROSA_BEMBO_ASOLANI;PROSA;Pietro Bembo;Asolani;1502;toscano;è il tutto quello , sì come io dissi , che senza altrettanto star non può , ma è il;mezzo solamente;, non so io vedere , o donne , come noi più che mezzi ci siamo et voi altresì ,;-
doc#77;XIII cent.-1375;1_PROSA_DANTE_CONVIVIO;PROSA;Dante Alighieri;Convivio;1304-07;toscano;sua operazione . Questo è , secondo che l ' Etica dice , un abito eligente lo qual dimora in;mezzo solamente;"; e tai parole pone . Dico che nobiltate in sua ragione importa sempre ben del suo subietto , come";-
doc#185;1376-1532;2_PROSA_BEMBO_ASOLANI;PROSA;Pietro Bembo;Asolani;1502;toscano;siamo . Perciò che non è quello il tutto , che senza altrettanto star non può , ma è il;mezzo solamente;et nulla più , sì come voi , donne , senza noi huomini et noi senza voi non possiamo .;-
doc#551;1841-1947;5_PROSA_FALDELLA_LE FIGURINE;PROSA;Giovanni Faldella;Le figurine;1875;;a cui egli pigliava parte , ad ogni pranzo che dava alle autorità in giro , egli si giocava un;mezzo solco;, o un intiero solco dei suoi poderi , cosicché era vicino a spropriarsi e a spiantarsi del tutto .;non_ev
doc#535;1841-1947;5_POES_PASCOLI_POEMI DEL RISORGIMENTO;POESIA;Giovanni Pascoli;Poemi del risorgimento;1913;;per sè solo , o Flora , raccolga chi le seminò , le messi , come allorquando si lasciava a;mezzo solco;l ' aratro e s ' assumeano i fasci . Rinnova l ' arte antica , cingi al capo l;non_ev
doc#510;1841-1947;5_POES_CARDUCCI_ODI BARBARE;POESIA;Giosuè Carducci;Odi barbare;1873-93;;ne la marzia Todi fai nozze , lascia il bue grasso tra le canne , lascia il torel fulvo a;mezzo solco;", lascia ne l ' inclinata quercia il cuneo , lascia la sposa a l ' ara ; e corri";non_ev
doc#501;1841-1947;5_PERS_TANINI_LA VITA DI GIULIO PANE;PERSONALI;Giulio Tanini;La vita di Giulio Pane;1922;;"a Waterloo ; era piena l ' Italia di veterani di Napoleone e siccome io , figlio di soldato ,";mezzo soldato;anch ' io , non avevo allora nessun concetto di giustizia e d ' idealità umane , ( come avrei;ev
doc#487;1841-1947;5_ESP_RAIBERTI_L'ARTE DI CONVITARE;ESPOSITIVI;Giovanni Raiberti;L'arte di convitare;1929;;inconveniente che le chicchere restano sempre della capacità di una volta : il che equivale all ' essere trattati a;mezzo soldo;come gli impiegati in disponibilità . Per i pranzi che , quantunque squisiti e copiosi , decorrono tranquilli e savii;non_ev
doc#441;1692-1840;4_TEATRO_FERRETTI_CENERENTOLA;TEATRO;Jacopo Ferretti;La Cenerentola;1817;;"( accompagnando Alidoro ) ( Io poi quel mezzo scudo A voi l ' avrei donato ; Ma non ho";mezzo soldo;. Il core in mezzo Mi spaccherei per darlo a un infelice . ) ( marcato assai , e Alidoro;non_ev
doc#365;1692-1840;4_PERS_LEOPARDI_EPISTOLARIO;PERSONALI;Giacomo Leopardi;Epistolario;1810-1837;;, non ho commercio letterario con nessuno , e con tutte queste copie in poter mio , non volendone un;mezzo soldo;, non so che diavolo me ne fare . Vorrei che me ne diceste due parole , ch ' io;non_ev
doc#10;XIII cent.-1375;1_ESP_VILLANI_NUOVA CRONICA;ESPOSITIVI;Giovanni Villani;Nova Cronica;1348;toscano;", per cagione dell ' armata ch ' aparecchiava per mandare in Cicilia ; e i detti cavalieri vennono a";mezzo soldo;del re , e l ' altro mezzo del Comune di Firenze . E quello tanto tempo che ' l;non_ev
doc#256;1533-1691;3_PERS_CELLINI_VITA;PERSONALI;Benvenuto Cellini;Vita;1558-67;;, io voglio che tu sappia benissimo in prima quel che tu vieni a fare in Francia : in questo;mezzo sollecita;"il più che tu puoi questo mio bacino e boccaletto ; e tutto quel che tu hai di bisogno lascerò";-
doc#205;1376-1532;2_SCIENT_FILARETE_TRATTATO DI ARCHITETTURA;SCIENTIFICI;Antonio Averlino detto il Filarete;Trattato di architettura;XV;toscano;era valente uomo , il quale aveva nome Iscofrance Notilento , e scritta e subito mandata , noi in questo;mezzo sollecitamo;che tempo non si perdesse . E avuta la risposta della lettera , la quale conteneva che se si potessino;-
doc#256;1533-1691;3_PERS_CELLINI_VITA;PERSONALI;Benvenuto Cellini;Vita;1558-67;;assai bene in còllora , quasi mostrando di non voler più udire parola nissuna che io allor dicessi , e;mezzo sollevati;, parendo loro di aver trovato tutto quello che loro desideravono di sapere . Per la qual cosa io cominciai;ev
doc#303;1533-1691;3_PROSA_VASARI_VITE;PROSA;Giorgio Vasari;Le Vite de' più eccellenti architetti, pittori, et scultori italiani;1550;;"degl ' artefici ; i quali dalla natura e dallo studio aiutati , hanno fatto cose sopra umane per il";mezzo solo;del disegno . E così faccendo qui fine alla introduzzione delle tre arti , troppo più lungamente forse trattate che;-
doc#269;1533-1691;3_POES_BUONARROTI_RIME;POESIA;Michelangelo Buonarroti;Rime;XVI;;propio amor disciolto . Ammezzami la strada c ' al ciel sale , Signor mie caro , e a quel;mezzo solo;salir m ' è di bisogno la tuo ' ita . Mettimi in odio quante ' l mondo vale e;-
doc#469;1841-1947;5_ESP_ARTUSI_LA SCIENZA IN CUCINA;ESPOSITIVI;Pellegrino Artusi;La scienza in cucina e l'arte di mangiar bene;1891;;e disponetele in un vassoio col loro sugo all ' intorno strizzandoci l ' agro di un limone , o;mezzo solo;se sono poche . Nella stessa maniera si possono cucinare le costolette di agnello dopo aver ripulito , raschiandolo ,;-
doc#469;1841-1947;5_ESP_ARTUSI_LA SCIENZA IN CUCINA;ESPOSITIVI;Pellegrino Artusi;La scienza in cucina e l'arte di mangiar bene;1891;;untuosa che li ricopre e metteteli al fuoco in acqua diaccia abbondante per farli bollire lentamente un ' ora e;mezzo soltanto;, chiusi stretti in un pannolino onde evitare che la pelle schianti . Serviteli caldi con contorno come i coteghini;-
doc#469;1841-1947;5_ESP_ARTUSI_LA SCIENZA IN CUCINA;ESPOSITIVI;Pellegrino Artusi;La scienza in cucina e l'arte di mangiar bene;1891;;dal cosciotto che sia . Dei ritagli di carne cruda , se ne avete . Un bicchiere di brodo o;mezzo soltanto;. Due o tre cucchiaiate di acquavite . Tanta acqua fredda che il liquido arrivi poco sotto alla superficie del;-
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;aspetti . Ora mi pareva principio di qualche cosa d ' importante , ora una pura ragazzata , ora un;mezzo soltanto;di conoscer meglio l ' Italia e gl ' Italiani , ora un affare da esser messo in mezzo ,;-
doc#407;1692-1840;4_PROSA_BERCHET_LETTERA SEMISERIA;PROSA;Giovanni Berchet;Lettera semiseria;1816;;al vivo dalle cose nostre che ci circondano tuttodì , non dalle antiche altrui che a noi sono notificate per;mezzo soltanto;de ' libri e della storia . Allorché tu vedrai addentro in queste dottrine , e ciò non sarà per;-
doc#562;1841-1947;5_SCIENT_BLASERNA_LA TEORIA DEL SUONO;SCIENTIFICI;Pietro Blaserna;La teoria del suono nei suoi rapporti colla musica;1875;;con una cassa vuota . Il suono può allora esser sentito da tutti , ed io mi servo di questo;mezzo soltanto;per dimostrarvi , che il suono realmente esiste . Ciò posto , è facile persuadersi che le due branche del;-
doc#469;1841-1947;5_ESP_ARTUSI_LA SCIENZA IN CUCINA;ESPOSITIVI;Pellegrino Artusi;La scienza in cucina e l'arte di mangiar bene;1891;;tenore della quantità , ponete in un pentolino un rosso o due d ' uova con un cucchiaino , o;mezzo soltanto;, di farina , agro di limone e brodo bollente frullando onde l ' uovo non impazzisca . Versate questa;-
doc#469;1841-1947;5_ESP_ARTUSI_LA SCIENZA IN CUCINA;ESPOSITIVI;Pellegrino Artusi;La scienza in cucina e l'arte di mangiar bene;1891;;e pepe . Quando li avrete rosolati uniteci un battutino composto di uno spicchio d ' aglio , o di;mezzo soltanto;se i carciofi sono pochi , e un buon pizzico di nepitella fresca . Quando avranno tirato l ' umido;-
doc#325;1533-1691;3_TEATRO_DE DOTTORI_ARISTODEMO;TEATRO;Carlo de' Dottori;Aristodemo;1670;;abbattuta dal dolore : così nel discacciar torbida notte tutto non esce il sole , ma nell ' indico Gange;mezzo sommerso;ancor , manda le prime armi dell ' alba a procacciar la via , né pria che vincitor sorge dall;ev
doc#53;XIII cent.-1375;1_POES_PETRARCA_CANZONIERE;POESIA;Francesco Petrarca;Canzoniere - Rerum Vulgarium Fragmenta;1374;toscano;. In questi pensier ' , lasso , nocte et dì tiemmi il signor nostro Amore . 113 Qui dove;mezzo son;, Sennuccio mio , ( così ci foss ' io intero , et voi contento ) , venni fuggendo la;-
doc#291;1533-1691;3_POES_TASSO_RIME;POESIA;Torquato Tasso;Rime;1591-93;;"caro obietto , voi siete il mio diletto , la mia vita e ' l mio bene ; ma pur";mezzo son;io tra morto e vivo , poi che del cor son privo . 26 A la sua donna , nel;-
doc#296;1533-1691;3_PROSA_BANDELLO_NOVELLE;PROSA;Matteo Bandello;Novelle;1554-73;;la garrisse appellandola , ella non si destava . A la fine pure destata , andò a l ' uscio;mezzo sonnacchiosa;e disse : - Chi è là ? chi picchia ? - Rispose il barone : - Chi picchia ,;ev
doc#555;1841-1947;5_PROSA_SVEVO_COSCIENZA DI ZENO;PROSA;Italo Svevo;La coscienza di Zeno;1923;;Racconterò ancora delle immagini di un altro giorno alle quali il dottore attribuì tale importanza da dichiararmi guarito . Nel;mezzo sonno;cui m ' abbandonai ebbi un sogno dall ' immobilità dell ' incubo . Sognai di me stesso ridivenuto bambino;ev
doc#315;1533-1691;3_SCIENT_REDI_OSSERVAZIONI INTORNO AGLI ANIMALI;SCIENTIFICI;Francesco Redi;Osservazioni intorno agli animali viventi che si trovano negli animali viventi;1684;;"una particolare apertura ; vi sboccano parimente quattro rilevate papille situate in mezzo cerchio ; delle quali le due del";mezzo sono;molto maggiori delle due laterali , e le due maggiori non son altro che le due papille de ' canali;-
doc#427;1692-1840;4_SCIENT_BROCCHI_CONCHIOLOGIA FOSSILE SUBAPPENNINA;SCIENTIFICI;Batista Brocchi;Conchiologia fossile subappennina;1814;;lunula . I denti del cardine sono tre in ciascheduna valva , de ' quali il posteriore e quello di;mezzo sono;bifidi nella sinistra , come si osserva negl ' individui marini . Questa conchiglia , secondo il Renieri , esiste;-
doc#247;1533-1691;3_ESP_GUICCIARDINI_STORIA D'ITALIA;ESPOSITIVI;Francesco Guicciardini;Storia d'Italia;1561;;"poste in luogo eminente , sono distanti l ' uno dall ' altro poco più di due miglia ; nel";mezzo sono;tutte colline e monticelli , e uno castello chiamato Barti , dove era alloggiata parte della gente di Francesco Maria;-
doc#9;XIII cent.-1375;1_ESP_JACOPO DELLA LANA_COMMENTO ALLA COMMEDIA;ESPOSITIVI;Jacopo della Lana;Commento alla Commedia di Dante Alighieri;1324-1328;emiliano;non ricevono nome . Vero è ch ' elle non tollenlo nome se non da quelle imagini che nel suo;mezzo sono;". Tiene la sua iurisdizione dall ' un polo all ' altro come appare quie ; sichè nel segno del";-
doc#200;1376-1532;2_PROSA_SERCAMBI_NOVELLE;PROSA;Giovanni Sercambi;Novelle;XIV;toscano;"li nostri nimici e simile di dare loro li offici e li onori ; quando fallisceno , li omini di";mezzo sono;loro avocati . E noi cattivelli che stiamo al pericolo della morte e non potremmo scampare , siamo da messer;-
doc#200;1376-1532;2_PROSA_SERCAMBI_NOVELLE;PROSA;Giovanni Sercambi;Novelle;XIV;toscano;là u ' io serò colle miei brigate , e dè ' nimici vi vendicate . E quelli che di;mezzo sono;stati a chieder le grazie , diamo loro a divedere che ce ne sia io incresciuto ' . Coloro disseno;-
doc#500;1841-1947;5_PERS_SETTEMBRINI_RICORDANZE2;PERSONALI;Luigi Settembrini;Ricordanze della mia vita;1879;;", emblemi di setta . "" E si chiamano emblemi di setta quei tre colori che per un anno e";mezzo sono;"stati sulle bandiere napoletane . Come è accusato il Leipnecher , "" che nella casa di lui rinvenivansi alcuni opuscoletti";-
doc#502;1841-1947;5_PERS_TOZZI_NOVALE;PERSONALI;Federigo Tozzi;Novale;1925;;che una fastella è uguale a Cristo . . . 9 marzo 1908 . Dunque , oggi alle undici e;mezzo sono;andato a casa . Su l ' uscio della camera c ' era un cartello : Tale dei tali ,;-
doc#431;1692-1840;4_SCIENT_SCINA_DELLA FISICA PARTICOLARE;SCIENTIFICI;Domenico Scinà;Elementi di fisica particolare;1829;;di fatto dimostrò che quando passano perpendicolarmente da un mezzo ad un altro , le lunghezze degli accessi in un;mezzo sono;agli stessi intervalli in un altro quale che si fosse mezzo , come il seno d ' incidenza a quello;-
doc#427;1692-1840;4_SCIENT_BROCCHI_CONCHIOLOGIA FOSSILE SUBAPPENNINA;SCIENTIFICI;Batista Brocchi;Conchiologia fossile subappennina;1814;;. Esse sono segnate da crenellature trasversali che le fanno comparire granulose , ed ho comunemente osservato che quelle di;mezzo sono;compresse e divise per lungo da un solco , e le altre semplici e rotondate . Le coste nel lato;-
doc#566;1841-1947;5_SCIENT_REGNANI_ELEMENTI DI FISICA UNIVERSALE-1;SCIENTIFICI;Francesco Regnani;Elementi di fisica universale (parte prima);1863;;erbe . Si noti ancora che le foglie nel basso del tronco ordinariamente sono semplici e piccole , verso il;mezzo sono;più larghe e frastagliate , verso l ' estremità dei rami ritornano piccole e semplici , e poi cangiano di;-
doc#593;1841-1947;5_TEATRO_VERGA_DAL TUO AL MIO;TEATRO;Giovanni Verga;Dal tuo al mio;1905;;"sono arricchito di certo ! — brontolò il barone . — Voi no ; ma intanto chi ne va di";mezzo sono;io . — Ed io ? Al sentirsi rispondere a quella bella maniera don Rocco non seppe più frenarsi ,;-
doc#174;1376-1532;2_POES_PULCI_MORGANTE;POESIA;Luigi Pulci;Morgante;1478;toscano;"volto , ed anche a Bianciardin non piacque molto ; ma per paura nessun non si mosse . In questo";mezzo sopra;"loro apparse un vampo che parea di fuoco fosse ; e l ' acque vidon traboccate e sparse fuor della";-
doc#303;1533-1691;3_PROSA_VASARI_VITE;PROSA;Giorgio Vasari;Le Vite de' più eccellenti architetti, pittori, et scultori italiani;1550;;"una fanciullesca grazia ; oltre alla figura del conte morto ch ' egli fece in sulla cassa , et in";mezzo sopra;la bara , nella faccia , una figura d ' una Carità con que ' suoi putti , lavorata molto;-
doc#203;1376-1532;2_SCIENT_DA VINCI_TRATTATO DELLA PITTURA;SCIENTIFICI;Leonardo da Vinci;Trattato della pittura;1540;toscano;che s ' interpone infra op , spazio . Ma il q è di più eccellente oscurità per essere in;mezzo sopra;la terra , che non è l ' o od il p , che son più vicini agli estremi di;-
doc#419;1692-1840;4_PROSA_MARCELLO_IL TEATRO ALLA MODA;PROSA;Benedetto Marcello;Il teatro alla moda;1720;;, Tenori e Bassi . Dovrà il Maestro di Capella moderno ancora compor Canzonette particolarmente in contr ' alto o;mezzo soprano;, che i Bassi accompagnino o suonino la medesima cosa all ' Ottava bassa e li violini all ' Ottava;-
doc#135;1376-1532;2_POES_ARIOSTO_ORLANDO FURIOSO;POESIA;Ludovico Ariosto;Orlando furioso;1532;tosco-emiliano;devorare il cor l ' entrò nel petto . 2 Dovea cantarne , et altro incominciai , perché Rinaldo in;mezzo sopravenne;"; e poi Guidon mi diè che fare assai , che tra camino a bada un pezzo il tenne .";-
doc#408;1692-1840;4_PROSA_CANTU_MARGHERITA PUSTERLA;PROSA;Cesare Cantù;Margherita Pusterla;1838;;cuore , non tolse ch ' e ' restasse compreso di maraviglia nel veder quella stupenda piazza , ove nel;mezzo sorge;"la maestosa cattedrale ; davanti , il battistero rotondo di San Giovanni , e la torre inclinata , tutta a";-
doc#526;1841-1947;5_POES_GRAF_POESIE;POESIA;Arturo Graf;Poesie;1922;;. In un m ' incuora E mi sgomenta quella vista . Giungo A un altro speco , nel cui;mezzo sorge;Un ingente sarcofago di bronzo . Mi corre un gelo per le vene . Passo Un viluppo dedaleo d ';-
doc#280;1533-1691;3_POES_MARINO_ADONE;POESIA;Giambattista Marino;Adone;1623;;canton de ' quattro innanzi sporge 21 una torre angolare insu la punta , e la quinta tra lor nel;mezzo sorge;"sì ch ' oltre il muro la cornice spunta ; e , come dissi , a dritto fil si scorge";-
doc#280;1533-1691;3_POES_MARINO_ADONE;POESIA;Giambattista Marino;Adone;1623;;camin prese per un ampio sentier che gli fu mostro e in un gran pian si ritrovaro adagio nel cui;mezzo sorgea;"nobil palagio , palagio ch ' al modello , ala figura 117 quasi d ' anfiteatro avea sembianza ; ogni";-
doc#411;1692-1840;4_PROSA_D'AZEGLIO_ETTORE FIERAMOSCA;PROSA;Massimo D'Azeglio;Ettore Fieramosca;1833;;tinto del bel ceruleo che prendono i monti sul mezzogiorno quando l ' aria è limpida e serena : fra;mezzo sorgeva;dal mare l ' isoletta e il monastero di S . Orsola , e potevasi discerner persino , come un;-
doc#347;1692-1840;4_ESP_FOSCOLO_MEMORIA INTORNO AI DRUIDI;ESPOSITIVI;Ugo Foscolo;Memoria intorno ai druidi e ai bardi;1811;;"di Dio . La pianura era cinta da un cerchio di pietre come i boschi de ' Druidi ; nel";mezzo sorgeva;"un enorme sasso , cattedra del Bardo che presiedeva ; il luogo chiamavasi Cyle Cyngrair , o circolo della federazione";-
doc#498;1841-1947;5_PERS_GUERRINI_BRANI DI VITA;PERSONALI;Olindo Guerrini;Brani di vita;1908;;un uomo robusto , bruno di pelle e di capelli , lucido in viso come fosse unto . Si avvicinò;mezzo sorridendo;e mezzo imbarazzato , ed al mio invito di sedersi , rispose con un gesto negativo , risoluto e forte;ev
doc#296;1533-1691;3_PROSA_BANDELLO_NOVELLE;PROSA;Matteo Bandello;Novelle;1554-73;;Andrea Borgo , il quale m ' ha promesso farmene aver degli altri . - La reina udito questo ,;mezzo sorridendo;prese la carta e , lette le rime , il senso de le quali ella ottimamente apprese , pensò che;ev
doc#178;1376-1532;2_POES_SANNAZZARO_ARCADIA;POESIA;Iacopo Sannazzaro;Arcadia;1504;toscano;Montano l ' ultimo pregio , quantunque al tirare stato fosse il primo . A cui Ergasto piacevolmente e quasi;mezzo sorridendo;disse : 34 - Troppo sarebbe oggi stata grande la tua ventura , Montano , se così ne la fionda;ev
doc#178;1376-1532;2_POES_SANNAZZARO_ARCADIA;POESIA;Iacopo Sannazzaro;Arcadia;1504;toscano;e dopo molti ragionamenti , al nostro Opico voltatosi , il pregò amichevolmente che dovesse cantare . Il quale così;mezzo sorridendo;rispuse : 5 - Figliuol mio , tutte le terrene cose e l ' animo ancora , quantunque celeste sia;ev
doc#199;1376-1532;2_PROSA_SACCHETTI_TRECENTONOVELLE;PROSA;Franco Sacchetti;Trecentonovelle;1393;toscano;"scotendosi , né biastemò i porci , né disse verso loro alcuna parola ; ma voltosi a ' compagni ,";mezzo sorridendo;, disse : — O non hanno e ' ragione ? ché ho guadagnato a mie ' dì con le;ev
doc#558;1841-1947;5_PROSA_TOZZI_CON GLI OCCHI CHIUSI;PROSA;Federigo Tozzi;Con gli occhi chiusi;1919;;"svignandosela senza né meno ascoltarla . Anna ci piangeva , dicendolo a Rebecca ; che le domandava , con un";mezzo sorriso;": "" Ma perché se la prende così ? "" . E siccome glielo aveva allattato e desiderava che fosse";ev
doc#588;1841-1947;5_TEATRO_PIRANDELLO_SEI PERSONAGGI;TEATRO;Luigi Pirandello;Sei personaggi in cerca d'autore;1921;;è lei ? E rimarrà con l ' indice appuntato su lui . Il capocomico ( turbato , con un;mezzo sorriso;) Come , chi sono ? – Sono io ! Il padre E se le dicessi che non è vero;ev
doc#411;1692-1840;4_PROSA_D'AZEGLIO_ETTORE FIERAMOSCA;PROSA;Massimo D'Azeglio;Ettore Fieramosca;1833;;"le bastò l ' animo di dargli la nuova dolorosa ; anzi ebbe forza di comporre il volto ad un";mezzo sorriso;e gli disse : - Ginevra è di nuovo a S . Orsola ( era vero pur troppo , che;ev
doc#432;1692-1840;4_SCIENT_SCINA_DISCORSO INTORNO AD ARCHIMEDE;SCIENTIFICI;Domenico Scinà;Discorso intorno ad Archimede;1823;;rappresenta il numero così maggiore , che minore di questi per lo rispettivo loro centro di gravità , che il;mezzo sortisce;di ognuna delle due ineguali lunghezze . In tal guisa i pesi sono espressi da ' due centri di gravità;-
doc#135;1376-1532;2_POES_ARIOSTO_ORLANDO FURIOSO;POESIA;Ludovico Ariosto;Orlando furioso;1532;tosco-emiliano;rumor che si sentì nel mare . 100 Ecco apparir lo smisurato mostro mezzo ascoso ne l ' onda e;mezzo sorto;. Come sospinto suol da borea o d ' ostro venir lungo navilio a pigliar porto , così ne viene;ev
doc#185;1376-1532;2_PROSA_BEMBO_ASOLANI;PROSA;Pietro Bembo;Asolani;1502;toscano;"alle lagrime , per lo bene haver fatto lagrimando de gli occhi due fontane ; né s ' interchiude a";mezzo sospiro;la via , o men rotti et con minor impeto escono gli hodierni del cuore , perché de gli esterni;non_ev
doc#496;1841-1947;5_PERS_GIUSTI_EPISTOLARIO;PERSONALI;Giuseppe Giusti;Epistolario;1859;;facendoci osservare che ne era sprofondata la strada in modo da renderne impossibile l ' accesso , disse con un;mezzo sospiro;: - Eh ! quello è un gran fatto . . . . . ci si vede proprio la mano;ev
doc#280;1533-1691;3_POES_MARINO_ADONE;POESIA;Giambattista Marino;Adone;1623;;segno e ' l sito essamina col guardo ed al vantaggio suo volge la mente . L ' arco in;mezzo sostien;con la sinistra , con la destra il quadrel gli somministra . Incoccato ch ' ei l ' ha ,;-
doc#32;XIII cent.-1375;1_POES_CECCO D'ASCOLI_L'ACERBA;POESIA;Cecco D'Ascoli;L'Acerba;1327;toscano;"perchè non ti celo : Chè sua virtute in lei non è possente ; Da l ' occidente sino al";mezzo sotta;"Rigonfia il mare , e verso la Luna alza ; Di poi si posa sino alla prima otta . L";-
doc#413;1692-1840;4_PROSA_FOSCOLO_ULTIME LETTERE DI JACOPO ORTIS;PROSA;Ugo Foscolo;Ultime lettere di Jacopo Ortis;1802;;"ad oggi e mi lascierà finchè avrò vita lo spirito atterrito di tenebre e di rimorso ; e quelle ruine";mezzo sotterrate;mi pareano nell ' oscurità pietre sepolcrali , e più volte io mi pensava di erigere in quel luogo e;ev
doc#312;1533-1691;3_SCIENT_MAGALOTTI_SAGGI;SCIENTIFICI;Lorenzo Magalotti;Saggi;XVII;;"; e poi sigillata la bocca A D con un girello di cristallo tagliato alla sua misura e forato nel";mezzo sottilmente;col trapano , si copra con vescica e leghisi strettamente . A poco a poco incomincerà a freddarsi l ';-
doc#205;1376-1532;2_SCIENT_FILARETE_TRATTATO DI ARCHITETTURA;SCIENTIFICI;Antonio Averlino detto il Filarete;Trattato di architettura;XV;toscano;per uno verso quanto pell ' altro , a una nave solamente e in croce , con una trebuna in;mezzo sotto;la quale sarà uno altare e alla dirittura , dalla opposita parte della porta , sarà l ' altare dove;-
doc#296;1533-1691;3_PROSA_BANDELLO_NOVELLE;PROSA;Matteo Bandello;Novelle;1554-73;;per lei . Io scriverò al re suo fratello ed al duca il caso come è seguito . Fra questo;mezzo sotto;buona guardia la signora duchessa resterà qui in queste camere con le sue damigelle . - Restarono i consiglieri e;-
doc#551;1841-1947;5_PROSA_FALDELLA_LE FIGURINE;PROSA;Giovanni Faldella;Le figurine;1875;;lunga da un piacere morale rilevatissimo . Il cielo si era sciolto dalle rime nebulose , e vi campeggiava in;mezzo sovrana;la luna , come campeggiava nel cuore di Michelino sovrana l ' allegria . La strada non gli era mai;-
doc#588;1841-1947;5_TEATRO_PIRANDELLO_SEI PERSONAGGI;TEATRO;Luigi Pirandello;Sei personaggi in cerca d'autore;1921;;Attori scoppieranno a ridere fragorosamente . La figliastra ( ridendo anche lei ) Sì , signore , parla così ,;mezzo spagnolo;e mezzo italiano , in un modo buffissimo ! Madama Pace Ah , no me par bona crianza che loro;ev
doc#500;1841-1947;5_PERS_SETTEMBRINI_RICORDANZE2;PERSONALI;Luigi Settembrini;Ricordanze della mia vita;1879;;", e non sapevano che farsi ; onde tutti i miei compagni con gesti , e parole mezzo francesi e";mezzo spagnuole;cercavano di farsi intendere da John , che era Raffaele , il quale non parlava altro che l ' inglese;ev
doc#293;1533-1691;3_POES_TASSONI_LA SECCHIA RAPITA;POESIA;Alessandro Tassoni;La secchia rapita;1622;;' oste , stava di sopra e monsignor di sotto , onde la nunziatura indi levata con mal augurio fu;mezzo spallata;. 29 Quivi ei montò in lettiga , e seguitando con una spalla fuor d ' architettura , giunse a;ev
doc#457;1692-1840;4_TEATRO_MANZONI_IL CONTE DI CARMAGNOLA;TEATRO;Alessandro Manzoni;Il conte di Carmagnola;1820;;"' avanza spiegato : Ecco appare un drappello schierato ; Ecco un altro che incontro gli vien . Già di";mezzo sparito;"è il terreno ; Già le spade rispingon le spade ; L ' un dell ' altro le immerge nel";-
doc#135;1376-1532;2_POES_ARIOSTO_ORLANDO FURIOSO;POESIA;Ludovico Ariosto;Orlando furioso;1532;tosco-emiliano;che quella vesta che , per mandarne Brandimarte adorno , avea trapunta e di sua man contesta , vedea per;mezzo sparsa;e d ' ogn ' intorno di goccie rosse , a guisa di tempesta : parea che di sua man;-
doc#411;1692-1840;4_PROSA_D'AZEGLIO_ETTORE FIERAMOSCA;PROSA;Massimo D'Azeglio;Ettore Fieramosca;1833;;comune accordo dai giudici . La tromba ne diede il segno , ed i re d ' armi entrando in;mezzo spartirono;i combattenti . Quel bisbiglio che udiamo sorger istantaneo nei nostri teatri al calar del sipario dopo uno spettacolo che;-
doc#417;1692-1840;4_PROSA_MANZONI_FERMO E LUCIA;PROSA;Alessandro Manzoni;Fermo e Lucia;1821;;il capo d ' un fazzoletto rannodato sotto il mento , la quale veggendo venire armati guatava con una curiosità;mezzo spaventata;. Egidio la mirò più fisamente , s ' avvide che s ' era apposto , che era dessa ,;ev
doc#256;1533-1691;3_PERS_CELLINI_VITA;PERSONALI;Benvenuto Cellini;Vita;1558-67;;disse : – Non ti partire , e guarda bene che tu non ti parta – di modo che io;mezzo spaventato;lo accompagnai a Palazzo . Giunto che Sua Eccellenzia fu a Palazzo , ei chiamò il vescovo de ' Bartolini;ev
doc#394;1692-1840;4_POES_MONTI_TRADUZIONE DELL'ILIADE;POESIA;Vincenzo Monti;Tradizione dell'Iliade;1810;;ed agli Achivi infuriava , e sostenea di strali una gran selva sull ' immenso scudo , e molti a;mezzo spazio;e senza forza , pria che il corpo gustar , perdeano il volo desiosi di sangue . In questo stato;non_ev
doc#496;1841-1947;5_PERS_GIUSTI_EPISTOLARIO;PERSONALI;Giuseppe Giusti;Epistolario;1859;;' ogni bene , e tra le altre cose di belle montagnole da far tornare le corbellerie anco a un;mezzo spedato;", che se le sia sentite calare giù per quella scesa interminabile ; sia per non detto . Qui è";-
doc#497;1841-1947;5_PERS_GUERRAZZI_LO ASSEDIO DI ROMA;PERSONALI;Francesco Domenico Guerrazzi;L'assedio di Roma;1863-65;;a sè medesima , chi crebbe fu Giulia Modena popolesca . Quando ci fu mestieri panni pei feriti si rinvenne;mezzo spedito;"a procurarli oltre il bisogno ; si tolsero carrette , e ad esse dietro parecchi uomini dabbene aggiravansi per la";ev
doc#293;1533-1691;3_POES_TASSONI_LA SECCHIA RAPITA;POESIA;Alessandro Tassoni;La secchia rapita;1622;;"combatte e gli rivolta il cibo in un momento . Rimangono le genti stupefatte ; ed egli vomitando , e";mezzo spento;di paura , e chiamando il confessore , dice ad ognun ch ' avvelenato more . 52 Il Coltra e;ev
