docnumber;period;title;genre;author;title2;year;variety;left;kwic;right;pos
doc#79;XIII cent.-1375;1_PROSA_GIAMBONI_GIARDINO DI CONSOLAZIONE;PROSA;Bono Giamboni;Giardino di consolazione;XIII;toscano;perdeo . Onde l ' ubbidienza si pone così : Ubbidienza è virtù , la quale tutte le altre virtù;semina;nell ' anima e guarda . Santo Gregorio dice : Meglio è ubbidire che sagrificare , però che nel sagrificio;-
doc#80;XIII cent.-1375;1_PROSA_GIAMBONI_LA MISERIA DELL'UOMO;PROSA;Bono Giamboni;La miseria dell'uomo;XIII;toscano;, e ' piedi tostani a correre nel male , e le mani pronte a spandere sangue , e chi;semina;"colla lingua discordie . E de ' rinfrenare la lingua che non dica cose vane ; onde dice Seneca :";-
doc#83;XIII cent.-1375;1_PROSA_JACOPO PASSAVANTI_SPECCHIO E ALTRE OPERE;PROSA;Jacopo Passavanti;Specchio della vera penitenza;1355;toscano;"originale ne ' loro discendenti , e non sarebbe viziata l ' umana natura ; però che la femmina non";semina;il figliuolo , ma il seme del padre riceve infra sé , come la terra il seme del grano .;-
doc#83;XIII cent.-1375;1_PROSA_JACOPO PASSAVANTI_SPECCHIO E ALTRE OPERE;PROSA;Jacopo Passavanti;Specchio della vera penitenza;1355;toscano;Gesù Cristo : onde egli è ortolano verace , ed è Gesù Cristo . Ortolano è , imperò che egli;semina;"il buon seme nell ' anima tua , e semina tuttavia nel cuor de ' suoi fedeli ; e Gesù";-
doc#83;XIII cent.-1375;1_PROSA_JACOPO PASSAVANTI_SPECCHIO E ALTRE OPERE;PROSA;Jacopo Passavanti;Specchio della vera penitenza;1355;toscano;è Gesù Cristo . Ortolano è , imperò che egli semina il buon seme nell ' anima tua , e;semina;"tuttavia nel cuor de ' suoi fedeli ; e Gesù è imperò che è Salvatore del mondo . E questo";-
doc#93;XIII cent.-1375;1_TEATRO_JACOPONE DA TODI_LAUDI;TEATRO;Jacopone Da Todi;Laudi;XIII;umbro;- senza sementa latte , tu sola n ' hai le carte - e sénne fecundata . O pregna senza;semina;, - non fu mai fatt ' en femina , tu sola sine crimina , - null ' altra n;-
doc#103;1376-1532;2_ESP_MICHELE SAVONAROLA_LIBRETO DE TUTE LE COSE CHE SE MAGNANO;ESPOSITIVI;Michele Savonarola;Libreto de tute le cose che se magnano;1450-52;veneto;Imperò l ' uso de quello molto genera i pedochij rogna , e imperò se dice che manza fichi ,;semina;rogna . E anco el superchio suo fa la febre , e certo uno garçone a Padua per manzare de;-
doc#103;1376-1532;2_ESP_MICHELE SAVONAROLA_LIBRETO DE TUTE LE COSE CHE SE MAGNANO;ESPOSITIVI;Michele Savonarola;Libreto de tute le cose che se magnano;1450-52;veneto;Dele karotte Karotte spette è de dauco , e la prima dove Serapione nel capitulo dil dauco dice dauci administrantur;semina;in usu medicine preter semen eius spetiei que dicitur karoticon,e in vulgare se dice karotta , che certo puochi puochi;-
doc#157;1376-1532;2_POES_CORREGGIO_RIME;POESIA;Niccolò da Correggio;Rime;XV;emiliano;alcun stesse ancor contento al fiore , quei fior tra mille spine son ristretti . Dubie speranze e timidi suspecti;semina;in quello el parco agricultore , sì che spesso el bon seme in tutto more , o se pur nasce;-
doc#157;1376-1532;2_POES_CORREGGIO_RIME;POESIA;Niccolò da Correggio;Rime;XV;emiliano;"quella per cui a riprendere sei mosso ; né guardar che tra lor la fé sia rara . 368 Chi";semina;fatiche e vòl quïete raccogliere in terreno arido e strano , per pigliar pesce tende in aër rete . Ma;-
doc#157;1376-1532;2_POES_CORREGGIO_RIME;POESIA;Niccolò da Correggio;Rime;XV;emiliano;, né mai del sangue altrui mostri aver sete , uman verso ciascun , plebeo o patricio . Quel che;semina;ben , bon fructo miete : chi non cerca di far de l ' altrui preda , per lui non;-
doc#161;1376-1532;2_POES_DE MEDICI_POEMETTI IN TERZINE;POESIA;Lorenzo de' Medici;Poemetti in terzine;XV;toscano;questo o il vento a lei lo portin seco : io so che ' l pianto in pietra non si;semina;". Forse ode ella vicina in qualche speco ; non so se sei qui presso : so ben ch '";-
doc#168;1376-1532;2_POES_LUIGI PULCI_OPERE MINORI;POESIA;Luigi Pulci;Opere minori;XV;toscano;", non vo ' che meco muoia ; ch ' ella sarà ancor gioia e disïata e cara . Ognun";semina;"e ara per ricôr van disio . El seme è fatto rio , però tutto rio nasce ; l '";-
doc#174;1376-1532;2_POES_PULCI_MORGANTE;POESIA;Luigi Pulci;Morgante;1478;toscano;"dice il proverbio ; e s ' tu disservi alcuno , pensa che a tempo la vendetta fia ; ma";semina;"tra ' sassi o sotto il pruno , sempre germuglia alfin la cortesia ; e noti ognun la favola d";-
doc#178;1376-1532;2_POES_SANNAZZARO_ARCADIA;POESIA;Iacopo Sannazzaro;Arcadia;1504;toscano;ove Amor gemina suo ' strai temprati ne la calda incudine ? Nell ' onde solca e nell ' arene;semina;, e ' l vago vento spera in rete accogliere chi sue speranze funda in cor di femina . CLONICO;-
doc#180;1376-1532;2_POES_SERAFINO AQUILANO_RIME;POESIA;Serafino de' Ciminelli dall'Aquila;Rime;XV;toscano;unisce e gemina El foro e l ' acqua e può fermar Mercurio , E coglier frutto se in arena;semina;". O despietato e turbulento augurio È de volere amar chi ognor te examina ; Come de senno el cel";-
doc#184;1376-1532;2_PROSA_ALBERTI_LIBRI DELLA FAMIGLIA;PROSA;Leon Battista Alberti;I libri della famiglia;XV;toscano;se pure il vizio abbonda , vuolsi dirivare il corso delle giovinili volontà non per mezzo il campo dove si;semina;la virtù , non interrompere gli ordinati virili essercizii , ma da lato concederli qualche loco , in modo che;-
doc#191;1376-1532;2_PROSA_EQUICOLA_LIBRO DE NATURA DE AMORE;PROSA;Mario Equicola;Libro de natura de amore;XVI;toscano;sì como è uno amore carnale , Cupido da poeti chiamato , secundo il quale chi ama , in carne;semina;"; così essere uno amore spirituale , secundo il quale lo homo interiore che ama , in spiritu semina .";-
doc#191;1376-1532;2_PROSA_EQUICOLA_LIBRO DE NATURA DE AMORE;PROSA;Mario Equicola;Libro de natura de amore;XVI;toscano;"carne semina ; così essere uno amore spirituale , secundo il quale lo homo interiore che ama , in spiritu";semina;. Per dire questo più chiaro , dicemo che colui che porta la imagine del terreno , secundo lo homo;-
doc#191;1376-1532;2_PROSA_EQUICOLA_LIBRO DE NATURA DE AMORE;PROSA;Mario Equicola;Libro de natura de amore;XVI;toscano;, leva la fede al resto per tucto ' l tempo futuro . Se è per caso inferma , alhora;semina;quel poi meterai con piena falce . Vedate piangere , basala , fa voti , et tucti in sua presentia;-
doc#213;1376-1532;2_TEATRO_ARIOSTO_NEGROMANTE;TEATRO;Ludovico Ariosto;Il Negromante;1520;toscano;pentole Assai . ASTROLOGO : Pentole non , dico pentacoli . NIBBIO : Per far nascer le calze il terren;semina;. MASSIMO : Vedren di torne in presto . ASTROLOGO : Non si prestano Tal cose . MASSIMO : E;-
doc#236;1376-1532;2_TEATRO_TACCONE_COMEDIA DI DANAE;TEATRO;Baldassarre Taccone;Comedia di Danae;XV;lombardo;dotto , ché chi al mondo guardar vòl una femina accoglie il vento , e dentro a l ' acqua;semina;. Soliloquio de SIRO quando trova la puta gravida . SIRO O sorte iniqua de nui miser servi , come;-
doc#241;1533-1691;3_ESP_CARTARI_LE IMMAGINI DEI DEI DEGLI ANTICHI;ESPOSITIVI;Vincenzo Cartari;Le immagini dei Dei degli antichi;XVI;;alla virtù del Sole . Il fiore significa la bellezza delle cose , le quali la occulta virtù del Sole;semina;, e fomenta con il suo temprato calore , fa nascere , nodrisce , e conserva . La donna che;-
doc#252;1533-1691;3_ESP_VARCHI_DUE LEZIONI;ESPOSITIVI;Benedetto Varchi;Due lezioni;XVI;;più atti a una che a un ' altra . E perciò diceva Properzio , poeta piacevolissimo : Naturae sequitur;semina;quisque suae . E come molti sono atti a più , così pare che alcuni non siano atti a nessuna;-
doc#263;1533-1691;3_PERS_TASSO_LETTERE;PERSONALI;Torquato Tasso;Lettere;XVI;;' operazioni , e molti i rami pieni de ' suoi fatti , e molti i raggi ch ' ella;semina;"de la sua dottrina ; uno è nondimeno il fonte , uno il tronco fondato sovra tenacissima radice , uno";-
doc#269;1533-1691;3_POES_BUONARROTI_RIME;POESIA;Michelangelo Buonarroti;Rime;XVI;;sol quel c ' a me propio è e simile ne traggo , come fuor nel viso mostro . Chi;semina;sospir , lacrime e doglie , ( l ' umor dal ciel terreste , schietto e solo , a vari;-
doc#275;1533-1691;3_POES_FONTANELLA_ODE;POESIA;Girolamo Fontanella;Ode;XVII;;. De la chioma sua bionda il campo adorno Con rastrello d ' avorio ara e coltiva , Poi vi;semina;odori , e sparge intorno Di licori sabei pioggia lasciva . A che dentro le pompe alma bellezza , E;-
doc#275;1533-1691;3_POES_FONTANELLA_ODE;POESIA;Girolamo Fontanella;Ode;XVII;;soffrendo onor s ' ottiene . Non può giungere agli agi Chi costante al patir prima non viene . Chi;semina;sudore Con isperanza d ' acquistar vittoria , Nel campo di virtù raccoglie gloria . Sarà breve l ' affanno;-
doc#275;1533-1691;3_POES_FONTANELLA_ODE;POESIA;Girolamo Fontanella;Ode;XVII;;gli eterei calli , E nel passar che fa , pomposo e grande , Di qua raggi e di là;semina;e spande . Vigilavano a punto Gli abitator de ' palestini campi , Che cura avean di custodir le greggi;-
doc#280;1533-1691;3_POES_MARINO_ADONE;POESIA;Giambattista Marino;Adone;1623;;cor per duolo l ' Invidia in divorar sfoga il dispetto e di nascosto con occulte frodi lo Scandalo fellon;semina;"chiodi . L ' Odio con lingua amara e labro sozzo 24 di sputar fiele ador ador non cessa ;";-
doc#280;1533-1691;3_POES_MARINO_ADONE;POESIA;Giambattista Marino;Adone;1623;;dela mano intatta pur d ' avorio movea rastro dentato . Piovon perle dal ' oro e mentre il tratta;semina;"di ricchezze il verde prato ; mentre i biondi capei pettina e terge tutto di gemme il suol vicino asperge";-
doc#280;1533-1691;3_POES_MARINO_ADONE;POESIA;Giambattista Marino;Adone;1623;;disleale , ostinata , empia , insolente . Vedi vedile in mano il foco e l ' esca con cui;semina;intorno incendio ardente , che nel sen dela patria appreso e sparso l ' ha quasi il corpo incenerito ed;-
doc#293;1533-1691;3_POES_TASSONI_LA SECCHIA RAPITA;POESIA;Alessandro Tassoni;La secchia rapita;1622;;si confonde ne ' giri che mutar sempre le piacque , divora i liti , e d ' infeconde arene;semina;i prati e le campagne amene . 10 Viveano i Modanesi a la spartana senza muraglia allor nè parapetto ,;-
doc#294;1533-1691;3_POES_TRISSINO_RIME;POESIA;Gian Giorgio Trissino;Rime;XVI;;le mostri un servo eternamente fido . 62 Sonetto Quella honorata man , ch ' entr ' al mio cuore;semina;, pianta e svelle ogni pensiero , vi piantò , là dal coltivar primiero , timore ardente e paventoso ardore;-
doc#305;1533-1691;3_SCIENT_GALILEI_DIALOGO SOPRA I MASSIMI SISTEMI;SCIENTIFICI;Galileo Galilei;Dialogo sopra i due massimi sistemi del mondo;1632;;"Oh questo non pare a me che sia ben detto ; perché questa terra , che si rompe , si";semina;, e che è fruttifera , è una parte , e ben sottile , della superficie del globo , la;-
doc#305;1533-1691;3_SCIENT_GALILEI_DIALOGO SOPRA I MASSIMI SISTEMI;SCIENTIFICI;Galileo Galilei;Dialogo sopra i due massimi sistemi del mondo;1632;;' essersi serviti comunemente da principio di questo nome terra per significar tanto quella materia che si ara e si;semina;", quanto per nominar questo nostro globo ; la denominazion del quale se si fusse presa dalla pietra , come";-
doc#356;1692-1840;4_ESP_PALMERI_CALENDARIO DELLO AGRICOLTORE SICILIANO;ESPOSITIVI;Niccolò Palmeri;Calendario dello agricoltore siciliano;1829;;"ferro . L ' ortolano fa i semenzai dei ravanelli , delle lattughe , delle cicorie e delle endivie ;";semina;le petronciane ( milinciani ) , i pomi d ' oro , i peperoni , i sedani ( acci );-
doc#356;1692-1840;4_ESP_PALMERI_CALENDARIO DELLO AGRICOLTORE SICILIANO;ESPOSITIVI;Niccolò Palmeri;Calendario dello agricoltore siciliano;1829;;chiocce le uova delle galline , gallinacce , oche , anitre e di altri volatili . MARZO Nelle montagne si;semina;il grano marzuolo . Si sarchiano per la seconda volta le biade ( scurriri ) , e si zappano le;-
doc#356;1692-1840;4_ESP_PALMERI_CALENDARIO DELLO AGRICOLTORE SICILIANO;ESPOSITIVI;Niccolò Palmeri;Calendario dello agricoltore siciliano;1829;;così del riso acquatico che di quello a secco , rigando quest ' ultimo ad uso di ortaggi . Si;semina;il miglio . In alcuni luoghi si semina la cicoria in grande , ad uso di pascolo degli animali ,;-
doc#356;1692-1840;4_ESP_PALMERI_CALENDARIO DELLO AGRICOLTORE SICILIANO;ESPOSITIVI;Niccolò Palmeri;Calendario dello agricoltore siciliano;1829;;secco , rigando quest ' ultimo ad uso di ortaggi . Si semina il miglio . In alcuni luoghi si;semina;la cicoria in grande , ad uso di pascolo degli animali , e specialmente dei cavalli da stalla . Si;-
doc#356;1692-1840;4_ESP_PALMERI_CALENDARIO DELLO AGRICOLTORE SICILIANO;ESPOSITIVI;Niccolò Palmeri;Calendario dello agricoltore siciliano;1829;;tutti gli strumenti da servire alla messe ed al raccolto . La sollecitudine nelle due grandi operazioni agrarie , la;semina;ed il raccolto , determinano la ricchezza dell ' agricoltore . GIUGNO Nei principio di questo mese si cominciano a;-
doc#356;1692-1840;4_ESP_PALMERI_CALENDARIO DELLO AGRICOLTORE SICILIANO;ESPOSITIVI;Niccolò Palmeri;Calendario dello agricoltore siciliano;1829;;legno , più o meno di questi manipoli , secondo la grandezza , e ne forma dei covoni . Si;semina;il sesamo ( giuggiulena ) in terra esposta al sole , anche ove si fosse mietuto di già il fieno;-
doc#356;1692-1840;4_ESP_PALMERI_CALENDARIO DELLO AGRICOLTORE SICILIANO;ESPOSITIVI;Niccolò Palmeri;Calendario dello agricoltore siciliano;1829;;e principalmente ai cavalli . Si colgono le foglie già mature del tabacco e si pongono a fermentare . Si;semina;il colza . Si battono i ceci piantati in aprile o in maggio . Si piantano i broccoli , cavoli;-
doc#356;1692-1840;4_ESP_PALMERI_CALENDARIO DELLO AGRICOLTORE SICILIANO;ESPOSITIVI;Niccolò Palmeri;Calendario dello agricoltore siciliano;1829;;arano le terre sode ( tirrozzi ) e le stoppie per seminarsi ( virgari ) . L ' opportunità della;semina;dipende dalla sollecitudine dei lavori di questo mese , dice il proverbio : Ch ' il campo ara ' nnanzi;-
doc#356;1692-1840;4_ESP_PALMERI_CALENDARIO DELLO AGRICOLTORE SICILIANO;ESPOSITIVI;Niccolò Palmeri;Calendario dello agricoltore siciliano;1829;;e in tutti i sensi all ' aratro , quando le nuove erbe cominciano a sbucciare , il tempo della;semina;è opportuno , ed ogni giorno che passa è un grado di probabilità che si perde del buon raccolto .;-
doc#356;1692-1840;4_ESP_PALMERI_CALENDARIO DELLO AGRICOLTORE SICILIANO;ESPOSITIVI;Niccolò Palmeri;Calendario dello agricoltore siciliano;1829;;altro riso , si pesta nei magazzini perchè imbianchisca , e se ne comincia la macina . L ' ortolano;semina;i cavoli cappucci , regitani e genovesi . Il fiorista sotterra i bulbi dei fiori di primavera , come i;-
doc#356;1692-1840;4_ESP_PALMERI_CALENDARIO DELLO AGRICOLTORE SICILIANO;ESPOSITIVI;Niccolò Palmeri;Calendario dello agricoltore siciliano;1829;;estrazione dell ' olio . Si cominciano in questo mese a raccogliere le radici della regolizia . L ' ortolano;semina;i sedani . Si diradano i cardoni , si rincalzano e s ' ingrassano . Il fiorista rinnova la terra;-
doc#356;1692-1840;4_ESP_PALMERI_CALENDARIO DELLO AGRICOLTORE SICILIANO;ESPOSITIVI;Niccolò Palmeri;Calendario dello agricoltore siciliano;1829;;i maggesi vuole che si ammonticchino , e si brucino tutte le cespuglie , e ciò sarà di agevolazione alla;semina;ed alle piantoline stesse , che agitate dal vento non hanno la vessazione di essere contuse dai spessi colpi delle;-
doc#356;1692-1840;4_ESP_PALMERI_CALENDARIO DELLO AGRICOLTORE SICILIANO;ESPOSITIVI;Niccolò Palmeri;Calendario dello agricoltore siciliano;1829;;ne offrirebbe il nostro suolo nella sulla , hedysarum coronarium , la quale non esige veruna spesa . Essa si;semina;"assieme col frumento prima di maggio ; non nasce , e nata resta appena visibile , ma segato il grano";-
doc#356;1692-1840;4_ESP_PALMERI_CALENDARIO DELLO AGRICOLTORE SICILIANO;ESPOSITIVI;Niccolò Palmeri;Calendario dello agricoltore siciliano;1829;;mettere loro in cuore il coltivamento d ' una pianta che occupi la terra nell ' intervallo dalla raccolta alla;semina;"; una pianta ottima per il bestiame , grata al palato degli uomini , ed utile finalmente per l '";-
doc#356;1692-1840;4_ESP_PALMERI_CALENDARIO DELLO AGRICOLTORE SICILIANO;ESPOSITIVI;Niccolò Palmeri;Calendario dello agricoltore siciliano;1829;;ecco anzi una via di porla a profitto , e riguardo alla terra medesima , facendola assai più disposta alla;semina;ventura , e riguardo a ' coltivatori , traendone essi quei vantaggi che da noi si vennero annoverando . F;-
doc#356;1692-1840;4_ESP_PALMERI_CALENDARIO DELLO AGRICOLTORE SICILIANO;ESPOSITIVI;Niccolò Palmeri;Calendario dello agricoltore siciliano;1829;;"oltre di essere contrarie alla ragione , lo sono anche di più all ' economia ; imperocchè , se uno";semina;mille ulive , ed una metà non vengano , avrà perdute cinquecento ulive , senza più : ma , se;-
doc#356;1692-1840;4_ESP_PALMERI_CALENDARIO DELLO AGRICOLTORE SICILIANO;ESPOSITIVI;Niccolò Palmeri;Calendario dello agricoltore siciliano;1829;;molto sensibile , ed è bastante a rovinare la pianta . Due epoche perciò sarebbero le più adatte alla sua;semina;, la primavera e l ' autunno . Quest ' ultimo è sempre da preferirsi , perchè il seme essendo;-
doc#356;1692-1840;4_ESP_PALMERI_CALENDARIO DELLO AGRICOLTORE SICILIANO;ESPOSITIVI;Niccolò Palmeri;Calendario dello agricoltore siciliano;1829;;come altri ha saggiamente proposto ? La quale , lungi dal disservire la vegetazione delle biade , con cui si;semina;, germoglierà lentamente , difesa dai forti calori , e come quelle verranno segate , si leverà in maniera da;-
doc#362;1692-1840;4_PERS_BELLI_LETTERE;PERSONALI;Giuseppe Gioacchino Belli;Lettere;1814-1837;;che meditano ciò ch ' egli ( Sig . Fiscale ) chiama un bugg...tone . Euntes ibant et flentes mittentes;semina;"sua ; venientes autem venient cun exulatione portantes manipulos suos . Ne è da disprezzarsi quell ' altro : Et";-
doc#378;1692-1840;4_POES_FOSCOLO_SEPOLCRI;POESIA;Ugo Foscolo;Dei Sepolcri;1807;;ristoro a ' dì perduti un sasso Che distingua le mie dalle infinite Ossa che in terra e in mar;semina;"morte ? Vero è ben , Pindemonte ! Anche la Speme , Ultima Dea , fugge i sepolcri ; e";-
doc#403;1692-1840;4_POES_PINDEMONTE_TRADUZIONE ODISSEA;POESIA;Ippolito Pindemonte;Traduzione dell'Odissea;1822;;, S ' accese mai con te d ' ira sì acerba Lo Scotitor della terrena mole , Che ti;semina;i mali ? Ah ! non fia certo , Ch ' ei , per quanto il desìi , spenga i;-
