docnumber;period;title;genre;author;title2;year;variety;left;kwic;right;pos
doc#148;1376-1532;2_POES_BOIARDO_ORLANDO INNAMORATO;POESIA;Matteo Maria Boiardo;Orlando innamorato;1495;tosco-emiliano;pur quel capo arditamente : Rompilo sÏ , che ne traggi ogni dente . 48 . E questi denti tu;seminerai;In questa terra per te lavorata , E poi mirabil cosa vederai : Di tal semente nascer gente armata ,;-
doc#516;1841-1947;5_POES_D'ANNUNZIO_LAUDI;POESIA;Gabriele D'annunzio;Laudi;1903-35;;nell ' umiltà . 22 . Tu signoreggerai da un mare all ' altro . I campi distrutti tu li;seminerai;di seme eterno . Le città disfatte tu le riedificherai col granito dell ' alpe liberata . 23 . Tu;-
doc#113;1376-1532;2_PERS_BERNARDO MACHIAVELLI_LIBRO DI RICORDI;PERSONALI;Bernardo Machiavelli;Libro di ricordi;1474;toscano;' debiti tempi . E debbono mettere tutto di tutto ciò che vi seminaranno , eccetto lino seme e quello;semineranno;in vangaticcio del quale ò a dare loro la metà . Dèbbonmi dare la parte mia del lino maciullato e;-
doc#113;1376-1532;2_PERS_BERNARDO MACHIAVELLI_LIBRO DI RICORDI;PERSONALI;Bernardo Machiavelli;Libro di ricordi;1474;toscano;ò promesso a detti Francesco di Chirico Zanobi e Dino di prestare loro tutto il seme di grano e biada;semineranno;in sul detto [podere] dal Poggio e ancora in sul detto podere dal Borgo e terreni di Fontalla e d;-
doc#516;1841-1947;5_POES_D'ANNUNZIO_LAUDI;POESIA;Gabriele D'annunzio;Laudi;1903-35;;"meno fertile . "" rinata da lei l ' alta bellezza . Ella produce le semenze che noi nella ruina";seminerem;cantando . Ella conduce le Muse , conduttrice più divina d ' Apollo . Non ha tombe ma trofei .;-
doc#60;XIII cent.-1375;1_POES_SACCHETTI_RIME;POESIA;Franco Sacchetti;Rime;XIV;toscano;, onde ne fa ' l contado ancor baldoria . Ma chi sogna la notte , e ' l giorno;semini;triboli , per ricoglier gran da vivere , ha il cervel sopra Gostantinopoli , e vede là il sole essere;-
doc#99;1376-1532;2_ESP_FRESCOBALDI_VIAGGIO IN TERRASANTA;ESPOSITIVI;Leonardo Frescobaldi;Viaggio in Terrasanta;1385;toscano;"sua orazione . E ivi presso era uno che seminava ceci , e nostra Donna il domandò : "" Che";semini;"tu ? "" . Ed e ' rispose : "" Semino sassi "" . Ed ella disse : "" Ed";-
doc#138;1376-1532;2_POES_BELCARI_POESIE;POESIA;Feo Belcari;Poesie;XV;toscano;sermon carmellico , massime de Maria laude descrivere ? XVII A Giovanni di Cosimo Sì magni doni e tante grazie;semini;, Giovanni mio , che con ragion legittima , per tutta terra ferma e per marittima , gloria ed onore;-
doc#150;1376-1532;2_POES_BURCHIELLO_RIME;POESIA;Domenico di Giovanni detto il Burchiello;Rime;XV;toscano;, Scorpio , e Gemini Convien , che sfami l ' insaziabil gola . Così Giansonne ancor convien , che;semini;"Quell ' arrabbiate zanne , alla parola Del malfattor , che disse , Remendemini ; Di là dal Confitemini Dove";-
doc#157;1376-1532;2_POES_CORREGGIO_RIME;POESIA;Niccolò da Correggio;Rime;XV;emiliano;vivo no ' l paga , il paga morto . 33 Chi spera , tema e circonspecto vada , e;semini;"in stagion chi fructo aspecta ; ma quel che più ch ' ello abbia non affecta , volar non curi";-
doc#157;1376-1532;2_POES_CORREGGIO_RIME;POESIA;Niccolò da Correggio;Rime;XV;emiliano;"vasi , lavar , mendar le reti e tornar , como fu , saggio e virile ; ch ' el";semini;a tempo e a tempo mieti , tonda le agnelle e ben chiuda le stalle di cerri o querce ,;-
doc#159;1376-1532;2_POES_DE MEDICI_CANZONIERE;POESIA;Lorenzo de' Medici;Canzoniere;XV;toscano;al sommo bene aspira , pace e dolcezza e fama in suave odore . Se in pianti o sospir ';semini;talvolta in questa santa tua felice insania , dolce e eterna poi fia la ricolta . Populi meditati sunt inania;-
doc#213;1376-1532;2_TEATRO_ARIOSTO_NEGROMANTE;TEATRO;Ludovico Ariosto;Il Negromante;1520;toscano;, ha ripreso animo E speranza , che a sé s ' abbia a ricorrere , Volendolo ridursi che si;semini;. E son più giorni ch ' a me venne , essendoli Detto c ' ho tolto a ridrizzare il;-
doc#275;1533-1691;3_POES_FONTANELLA_ODE;POESIA;Girolamo Fontanella;Ode;XVII;;Fosco sì , ma lodato Per le penne più dotte , a parte a parte Gemme d ' alta virtù;semini;in carte . Le parole fugaci , Dentro candidi fogli , Fra ' caratteri tuoi stringi e raccogli , E;-
doc#275;1533-1691;3_POES_FONTANELLA_ODE;POESIA;Girolamo Fontanella;Ode;XVII;;splendor reca agli altari . Chi nel campo del cor produr desia Di sorgente allegria virtù novella , Grazioso cultor;semini;pria Su le dolci vivande auree granella . L ' oro avviva l ' infermo e fa l ' oppresso;-
doc#280;1533-1691;3_POES_MARINO_ADONE;POESIA;Giambattista Marino;Adone;1623;;Che tu fra gli egri e languidi mortali , 15 di cui s ' odono ognor gridi e lamenti ,;semini;"colaggiù martiri e mali , convien , malgrado mio , ch ' io mi contenti ; ma soffrirò che '";-
doc#299;1533-1691;3_PROSA_DELLA CASA_GALATEO;PROSA;Giovanni della Casa;Galateo;1558;;si vogliono tenere spenzolate , né scagliare le braccia , né gittarle , sì che paia che l ' uom;semini;le biade nel campo , né affissare gli occhi altrui nel viso , come se egli vi avesse alcuna maraviglia;-
doc#356;1692-1840;4_ESP_PALMERI_CALENDARIO DELLO AGRICOLTORE SICILIANO;ESPOSITIVI;Niccolò Palmeri;Calendario dello agricoltore siciliano;1829;;che ne hanno troppi . Si lascino solo i fiori più vigorosi . 10 . Chi ha copia di semi;semini;"; specialmente quelle piante che sono perenni , appena il seme è maturo ; se ne troverà sempre contento secondando";-
doc#365;1692-1840;4_PERS_LEOPARDI_EPISTOLARIO;PERSONALI;Giacomo Leopardi;Epistolario;1810-1837;;in Romagna essendo perpetua , non saprei come facessero , volendola avviare in qualche terreno . Altrove sento che si;semini;"intorno alla mietitura , o prima o dopo ; ma prima di bruciare le stoppie ; e basti spargere la";-
doc#374;1692-1840;4_POES_CESAROTTI_POESIE DI OSSIAN;POESIA;Melchiorre Cesarotti;Poesie di Ossian;1760;;della fama : osserva , osserva , Quant ' oste atterra ! o mio Fillan , d ' ancisi Tu;semini;"i sentier ; per te già i nembi Traboccan d ' ombre ; ogni tuo passo è morte . Fra";-
doc#410;1692-1840;4_PROSA_CUOCO_PLATONE IN ITALIA;PROSA;Vincenzo Cuoco;Platone in Italia;1806;;sono simili ai denti di Cadmo , da ' quali nascevano uomini armati che si distruggevano a vicenda : tu;semini;le tue idee e ne nascono altre idee belligeranti , che si battono , si distruggono a vicenda . Non;-
doc#469;1841-1947;5_ESP_ARTUSI_LA SCIENZA IN CUCINA;ESPOSITIVI;Pellegrino Artusi;La scienza in cucina e l'arte di mangiar bene;1891;;son tenere . Ma fate un sacrificio alla ghiottoneria escludendo le fragole dalla vostra tavola poiché , pei troppi loro;semini;, riescono nocive : più innocui forse sono i fragoloni , ma meno fragranti . Gelati Si possono permettere i;-
doc#533;1841-1947;5_POES_PASCOLI_ODI E INNI;POESIA;Giovanni Pascoli;Odi e inni;1906;;""" vuo ' dirgli : "" è tanto dolce il tuo vivere , che con la stessa marra a te";semini;"il grano , ed amico tu scopri ad un altro il lombrico ! . . . "" - L '";-
doc#536;1841-1947;5_POES_PASCOLI_PRIMI POEMETTI;POESIA;Giovanni Pascoli;Primi poemetti;1904;;la mèsse e poi la vita : fa ' che non in vano nei duri solchi quella gente in riga;semini;"il pane suo quotidiano . O Dio , neve raffrena , pioggia irriga , sole riscalda quei futuri steli ;";-
doc#544;1841-1947;5_PROSA_COLLODI_PINOCCHIO;PROSA;Carlo Collodi;Le avventure di Pinocchio;1881;;dei miracoli ? – Due chilometri appena . Vuoi venire con noi ? Fra mezz ' ora sei là :;semini;subito le quattro monete : dopo pochi minuti ne raccogli duemila e stasera ritorni qui colle tasche piene . Vuoi;-
doc#545;1841-1947;5_PROSA_D'ANNUNZIO_FORSE CHE SÌ FORSE CHE NO;PROSA;Gabriele D'annunzio;Forse che sì forse che no;1910;;- Se no , smetto . - O Lunella , o tirannella , aquiletta senz ' artiglio , se tu;semini;il bianco , io raccoglierò il vermiglio . Se tu sei come il giglio , sarò come l ' amaranto;-
doc#83;XIII cent.-1375;1_PROSA_JACOPO PASSAVANTI_SPECCHIO E ALTRE OPERE;PROSA;Jacopo Passavanti;Specchio della vera penitenza;1355;toscano;com ' egli dicea in un altro luogo , parlando di sé e degli altri predicatori : Se noi vi;seminiamo;le cose spirituali , che sono preziosissime , non è gran fatto se noi metiamo delle vostre cose temporali ,;-
doc#560;1841-1947;5_PROSA_VERGA_NOVELLE RUSTICANE;PROSA;Giovanni Verga;Novelle rusticane;1883;;! Che li faccio io il bel tempo o la malannata ? Oppure devo possedere le terre perché voialtri ci;seminiate;e facciate i vostri interessi ? Non ne avete coscienza , né timore di Dio ? Perché ci venite allora;-
doc#248;1533-1691;3_ESP_PARTENIO_DELL'IMITAZION POETICA;ESPOSITIVI;Bernardino Partenio;Dell'imitazion poetica (libro primo);1560;;ne seguiva , che è l ' ombra , cresciuti che sono , li piacque così fare : Nam quae;seminibus;iactis se sustulit arbor , Tarda venit , tardis factura nepotibus umbram . Poco diverso da quello concetto ne formò;-
doc#363;1692-1840;4_PERS_DA PONTE_MEMORIE;PERSONALI;Lorenzo Da Ponte;Memorie;1749;;vitaeque volantum , et quae marmoreo fert monstra sub aequore pontus . Igneus est ollis vigor , et caelestis origo;seminibus;, quantum non noxia corpora tardant , terrenique hebetant artus moribundaque membra . Udite , ora , signori miei ,;-
doc#412;1692-1840;4_PROSA_DA PONTE_MEMORIE;PROSA;Lorenzo da Ponte;Memorie;1823;;genus vitaeque volantum et , quae marmoreo fert monstra sub aequore pontus . Igneus est ollis vigor et caelestis origo;seminibus;, quantum non noxia corpora tardant , terrenique hebetant artus moribundaque membra . Udite ora , signori miei , come;-
doc#205;1376-1532;2_SCIENT_FILARETE_TRATTATO DI ARCHITETTURA;SCIENTIFICI;Antonio Averlino detto il Filarete;Trattato di architettura;XV;toscano;e questo modo che per guerra o campo che intorno gli fusse , non può loro essere vietato che non;seminino;a loro piacere , come per lo sito si può comprendere . Sì che forniti di tutto quello era mestier;-
doc#239;1533-1691;3_ESP_ANTONIANO_TRE LIBRI DELL'EDUCAZIONE CHRISTIANA DEI FIGLIUOLI;ESPOSITIVI;Silvio Antoniano;Tre libri dell'educazione christiana dei figliuoli;1584;;de gli altri famigliari , ne i quali per il meno è da provedere che non nuocano , et non;seminino;sopra il buon seme della disciplina paterna , il gioglio , et la zizania de i loro mali costumi .;-
doc#425;1692-1840;4_SCIENT_BASSI_DEL MAL DEL SEGNO;SCIENTIFICI;Agostino Bassi;Del mal del segno calcinaccio o moscardino;1835;;' offrendosi quali esperti educatori di filugelli e quindi in altri luoghi questi utili insetti coltivando portano spesso intorno il;seminio;del fatal moscardino , conservandone i germi nelle loro vesti , e ne ' pochi arnesi che recano seco e;-
doc#425;1692-1840;4_SCIENT_BASSI_DEL MAL DEL SEGNO;SCIENTIFICI;Agostino Bassi;Del mal del segno calcinaccio o moscardino;1835;;assai numerosi i malati di moscardino , e questi estinti altri infermando , nell ' eta ' successive con gran;seminio;dei micidiali germi contagiosi da essi rigenerati , e quelli e questi , altri bachi piu ' provetti ancora ammalando;-
doc#425;1692-1840;4_SCIENT_BASSI_DEL MAL DEL SEGNO;SCIENTIFICI;Agostino Bassi;Del mal del segno calcinaccio o moscardino;1835;;"bigattiera flagellata dal rio malore ; come potra ' egualmente di leggieri imaginarsi quanto grande debba essere percio ' il";seminio;dello stesso morbo interno , non solo nelle stanze d ' educazione dello stesso proprietario , ma nei casamenti pure;-
doc#239;1533-1691;3_ESP_ANTONIANO_TRE LIBRI DELL'EDUCAZIONE CHRISTIANA DEI FIGLIUOLI;ESPOSITIVI;Silvio Antoniano;Tre libri dell'educazione christiana dei figliuoli;1584;;' hora provedere , prima che il mondo habbia seminato ne gli animi teneri le sue venenose piante , di;seminirvene;delle buone , et christiane , acciò le contrarie non vi habbiano luogo , ò almeno non vi allignino tanto;-
doc#157;1376-1532;2_POES_CORREGGIO_RIME;POESIA;Niccolò da Correggio;Rime;XV;emiliano;a alcun decreto , salvo a ' quei de natura , che mi pasce del suo , ché qui non;semino;e non mieto . Cusì gli fuss ' io da le prime fasce venuto , ché felice io mi direi;-
doc#178;1376-1532;2_POES_SANNAZZARO_ARCADIA;POESIA;Iacopo Sannazzaro;Arcadia;1504;toscano;portar su gli umeri , e dir : - Col bel sepolcro , o lauro , abbràcciati , mentre io;semino;qui menta e cucumeri . Il cielo , o diva mia , non vuol ch ' io tàcciati , anzi;-
doc#279;1533-1691;3_POES_LEPOREO_LEPOREAMBI;POESIA;Ludovico Leporeo;Leporeambi;XVII;;e mi lamento e moro ! CXIV Leporeambo trimetro trisono endecasillabo satirico Metafore proverbiali aro,ero,iro,oro Qual serran di mia man;semino;ed aro , E non son losco , ma conosco il vero , Paese da maese , e ' l;-
doc#469;1841-1947;5_ESP_ARTUSI_LA SCIENZA IN CUCINA;ESPOSITIVI;Pellegrino Artusi;La scienza in cucina e l'arte di mangiar bene;1891;;ogni erba si conosce per lo seme , dice Dante , e però se in questa conserva non rimane qualche;semino;, che ne faccia la spia , nessuno indovinerà di che sia composta . Pomodori , chilogrammi 1 . Zucchero;-
doc#484;1841-1947;5_ESP_PASCOLI_IL FANCIULLINO;ESPOSITIVI;Giovanni Pascoli;Il fanciullino;1897;;importa a te del nome ? XIX . IL FANCIULLO Il nome ? Il nome ? L ' anima io;semino;, ciò ch ' è di bianco dentro il nocciolo , che in terra si perde , ma nasce il;-
doc#501;1841-1947;5_PERS_TANINI_LA VITA DI GIULIO PANE;PERSONALI;Giulio Tanini;La vita di Giulio Pane;1922;;: molti fra i più vecchi , mi venivano sulle spalle , sulla testa , a beccarmi e strapparmi il;semino;di zucca che mostravo loro fra le stecche della gabbia . C ' era fra quelle bestioline una passera che;-
doc#516;1841-1947;5_POES_D'ANNUNZIO_LAUDI;POESIA;Gabriele D'annunzio;Laudi;1903-35;;candore al crin canuto . ' Di questo mese nel solstizio , quando il Sol non puote più salire ,;semino;"le brasche ; le qua ' poi di mezzo agosto trapiantar mi bisogna in luogo irriguo . E la bietola";-
doc#516;1841-1947;5_POES_D'ANNUNZIO_LAUDI;POESIA;Gabriele D'annunzio;Laudi;1903-35;;trapiantar mi bisogna in luogo irriguo . E la bietola e l ' appio e il coriandro e la lattuga;semino;, ed innacquo . Colgo la veccia , e sego per pastura il fien greco . La fava anzi la;-
doc#527;1841-1947;5_POES_MARINETTI_L'AEROPLANO DEL PAPA;POESIA;Tommaso Marinetti;L'aeroplano del Papa;1912;;addenta all ' epigastro . Ho qui tra i piedi delle granate incendiarie . . . . Prendete ! Le;semino;sulle vostre calcagna perchè mai non possiate indietreggiare ! . . . Oh , il vostro stupore mi diverte .;-
doc#81;XIII cent.-1375;1_PROSA_GIAMBONI_LIBRO DEI VIZI E DELLE VIRTÙ;PROSA;Bono Giamboni;Libro dei vizi e delle virtudi;XIII;toscano;uomo non potea ravere alcuna signoria mentre che da lui non discacciasse la Fede che Cristo li avea data ,;seminoe;nel mondo molte Risie , e fece credere molte Fedi , acciò che mettesse l ' uomo in errore ,;-
doc#205;1376-1532;2_SCIENT_FILARETE_TRATTATO DI ARCHITETTURA;SCIENTIFICI;Antonio Averlino detto il Filarete;Trattato di architettura;XV;toscano;usanza di fare , ebbe uno vaso , rotto o sano che si fusse , ed empiello di terra e;seminogli;"dentro , o che ve la piantasse , non so che erba ; e per spazio di tempo nacque non";-
doc#301;1533-1691;3_PROSA_SPERONI_DIALOGHI DELLE LINGUE;PROSA;Sperone Speroni;Dialogo delle lingue;1542;;, ove meglio per avventura son conosciute e trattate che da coloro non sono , che oltra il mare le;seminorno;e ricolsero . Similmente le speculazioni del nostro Aristotile ci diverrebbono più famigliari che non sono ora , e più;-
doc#8;XIII cent.-1375;1_ESP_COMPAGNI_CRONICA DELLE COSE OCCORRENTI;ESPOSITIVI;Dino Compagni;Cronica delle cose occorrenti ne' tempi suoi;1310-1312;toscano;in Arezo per mettere scandolo tra gli Aretini . E Uguccione da Faggiuola co ' Magalotti e con molti nobili;seminorono;"tanta discordia in Arezo , che come nimici stavano i potenti Ghibellini ; ma pur poi s ' atutorono .";-
doc#102;1376-1532;2_ESP_MACHIAVELLI_ISTORIE FIORENTINE;ESPOSITIVI;Niccolò Machiavelli;Istorie fiorentine;1532;toscano;l ' altro , che nel paese libero dal nimico , perché il tempo della semente era , assai grano;seminorono;, donde nacque che più tosto il Conte li potette affamare . Al Conte dall ' altra parte tutte quelle;-
doc#305;1533-1691;3_SCIENT_GALILEI_DIALOGO SOPRA I MASSIMI SISTEMI;SCIENTIFICI;Galileo Galilei;Dialogo sopra i due massimi sistemi del mondo;1632;;gli archi semidiurni , che sono quelli della parte della superficie terrestre illustrata dal Sole , son maggiori de i;seminotturni;", che restano nelle tenebre ; ed il contrario accade de i rimanenti , che sono sotto il massimo C";ev
doc#305;1533-1691;3_SCIENT_GALILEI_DIALOGO SOPRA I MASSIMI SISTEMI;SCIENTIFICI;Galileo Galilei;Dialogo sopra i due massimi sistemi del mondo;1632;;sotto il massimo C D verso il polo B , de i quali gli archi semidiurni son minori de i;seminotturni;. Vedesi ancora manifestamente , che le differenze di essi archi si vanno agumentando secondo che i paralleli son più;ev
doc#305;1533-1691;3_SCIENT_GALILEI_DIALOGO SOPRA I MASSIMI SISTEMI;SCIENTIFICI;Galileo Galilei;Dialogo sopra i due massimi sistemi del mondo;1632;;' l cerchio massimo C D e ' l polo A , sono ora gli archi semidiurni minori de i;seminotturni;, che prima erano il contrario : de gli altri parimente verso il polo B , sono ora gli archi;ev
doc#305;1533-1691;3_SCIENT_GALILEI_DIALOGO SOPRA I MASSIMI SISTEMI;SCIENTIFICI;Galileo Galilei;Dialogo sopra i due massimi sistemi del mondo;1632;;il contrario : de gli altri parimente verso il polo B , sono ora gli archi semidiurni maggiori de i;seminotturni;, l ' opposto di che accadeva nell ' altro stato della Terra : vedesi ora il Sole fatto verticale;ev
doc#490;1841-1947;5_PERS_CARACCIOLO_MISTERI DEL CHIOSTRO NAPOLETANO;PERSONALI;Enrichetta Caracciolo;Misteri del chiostro napoletano;1864;;poco a poco la folle mi fece vittima delle sue smanianti veglie . Sollevando la cortina del letto , accomodavasi;seminuda;"e scarmigliata sulla seggiola , per tenermi i più strani discorsi ; donde non tardai a comprendere , come cagione";ev
doc#504;1841-1947;5_POES_ALEARDI_POESIE;POESIA;Aleardo Aleardi;Poesie;1860;;Dove appariva al lume de le stelle Come una caccia di figure bianche Che perseguíte da una gente armata E;seminuda;, sull ' infida tolda Cadean trafitte , o dai raggiunti bordi Si lanciavan nei vortici del mare . E;ev
doc#518;1841-1947;5_POES_D'ANNUNZIO_PRIMOVERE;POESIA;Gabriele D'annunzio;Primovere;1879;;"! — Ecco s ' affretta una massaia industre co ' l canestro su ' l capo ; una bambina";seminuda;la segue ansando , e ride a ' l bianco vitellino che saltella dinanzi a loro . La madre mi;ev
doc#526;1841-1947;5_POES_GRAF_POESIE;POESIA;Arturo Graf;Poesie;1922;;", Il pellegrin s ' accascia ; Il corvo sopra lui tresca pel cielo . SOGNA Dorme e sorride ,";seminuda;, volta Sul curvo fianco : le amorose poma Turgon sul petto niveo , disciolta Innonda l ' origlier la;ev
doc#545;1841-1947;5_PROSA_D'ANNUNZIO_FORSE CHE SÌ FORSE CHE NO;PROSA;Gabriele D'annunzio;Forse che sì forse che no;1910;;braccia l ' impronta delle tenaglie . Non gridò , non si lamentò . Poggiandosi sopra un fianco , alenava;seminuda;"; e sotto le ciglia aggrottate il suo sguardo ardente era inesplicabile . Le narici le palpitavano come all '";ev
doc#545;1841-1947;5_PROSA_D'ANNUNZIO_FORSE CHE SÌ FORSE CHE NO;PROSA;Gabriele D'annunzio;Forse che sì forse che no;1910;;- Quanto poco pesa la grande Isabella ! E , così reggendola , sporse le labbra verso la mammella ancor;seminuda;della leonessa . Allora entrarono in una felicità inaudita . Deposero le armi , guarirono d ' ogni male ,;ev
doc#545;1841-1947;5_PROSA_D'ANNUNZIO_FORSE CHE SÌ FORSE CHE NO;PROSA;Gabriele D'annunzio;Forse che sì forse che no;1910;;rivedere il cavallo bianco . - Ah , se ne ricorda sempre ? Ora prendo le chiavi . Una bambina;seminuda;tirò la donna pel grembiule e barbugliò : - Mamma , c ' è il pazzo . La donna soggiunse;ev
doc#545;1841-1947;5_PROSA_D'ANNUNZIO_FORSE CHE SÌ FORSE CHE NO;PROSA;Gabriele D'annunzio;Forse che sì forse che no;1910;;e tre , e lo scarabillo suoni sempre suoni sempre ! ' Paolo la rivide apparire su la terrazza ,;seminuda;nella sciarpa lunare , con la stella cilestrina in mezzo alla fronte , recando la cosa ignota avviluppata nel pezzo;ev
doc#408;1692-1840;4_PROSA_CANTU_MARGHERITA PUSTERLA;PROSA;Cesare Cantù;Margherita Pusterla;1838;;le venticinquemila persone che , il 27 marzo passato , si erano raccolte a Corrigisior sul Cremonese , scalze e;seminude;", flagellandosi a sangue e facendo limosine , dirette da una bellissima giovane , avuta in concetto di santa ;";ev
doc#488;1841-1947;5_ESP_ROSSI_L'ANIMO DELLA FOLLA;ESPOSITIVI;Pasquale Rossi;L'animo della folla;1898;;favorite : di vespero , nelle vie più frequentate di Roma si svolgeva un passeggio maestoso ed impudico : matrone;seminude;in lettighe portate da schiavi , cocchi tirati da superbi cavalli e guidati da amazzoni mezzo nude , con a;ev
doc#504;1841-1947;5_POES_ALEARDI_POESIE;POESIA;Aleardo Aleardi;Poesie;1860;;fanciulle alzâr quell ' ara A Citerea di voluttà maestra : Quando , furenti di desío , la baia Correano;seminude;", e da la riva Ai venturosi naviganti invito Feano col canto ; e i talami improvvisi Eran cespi d";ev
doc#519;1841-1947;5_POES_D'ANNUNZIO_VERSI D'AMORE;POESIA;Gabriele D'annunzio;Versi d'amore;XX;;agosto cariche di frutti , quali da ' l cocco scimmie schiamazzanti , pendon mobili grappoli di putti . Figure;seminude;di baccanti , a cui la giovinezza aspra da tutti i pori vibra , a ' l mar levano i;ev
doc#527;1841-1947;5_POES_MARINETTI_L'AEROPLANO DEL PAPA;POESIA;Tommaso Marinetti;L'aeroplano del Papa;1912;;! Ci divertiremo con lui tutta notte ! . . . Non dormiremo . Berremo e canteremo , con donne;seminude;sulle ginocchia ! Birra ! Birra , padrona ! La birra ha il sapore rinfrescante e grasso del sangue austriaco;ev
doc#560;1841-1947;5_PROSA_VERGA_NOVELLE RUSTICANE;PROSA;Giovanni Verga;Novelle rusticane;1883;;"sotto il cappellaccio di paglia e colle larghe mutande di tela , sbadigliando e stirandosi le braccia ; e donne";seminude;, colle spalle nere , allattando dei bambini già pallidi e disfatti , che non si sa come si faranno;ev
doc#479;1841-1947;5_ESP_LOMBROSO_L'UOMO DELINQUENTE;ESPOSITIVI;Cesare Lombroso;L'uomo delinquente;1876;;piccoli spazi , gli opifici , specie ove siano numerosi gli impuberi e misti cogli adulti e costretti a lavorare;seminudi;"in camere scure , come accade in certe fabbriche e nelle miniere ; più di tutto poi i mestieri ,";ev
doc#499;1841-1947;5_PERS_SETTEMBRINI_RICORDANZE1;PERSONALI;Luigi Settembrini;Ricordanze della mia vita;1879;;Maggiore , e io vidi a un tratto i lazzari assalire il palazzo del duca della Torre , trarne fuori;seminudi;e legati i due fratelli Filomarino , e saccheggiare il palazzo che non vi rimasero neppure i ferri dei balconi;ev
doc#499;1841-1947;5_PERS_SETTEMBRINI_RICORDANZE1;PERSONALI;Luigi Settembrini;Ricordanze della mia vita;1879;;' occhio s ' era usato a quel buio vedevi muoversi uomini con strane facce , e strane vesti o;seminudi;"; e udivi strani parlari . Verso le pareti erano alquanti letti o canili poggiati sopra scanni di legno :";ev
doc#516;1841-1947;5_POES_D'ANNUNZIO_LAUDI;POESIA;Gabriele D'annunzio;Laudi;1903-35;;timoni dei carri , atto agli aratri , agli strumenti venerandi delle opere tranquille , voi presso il fuoco avito;seminudi;"artieri delle antiche fogge ; e voi negli arsenali ove dà lampi e tuoni il maglio atroce su le piastre";ev
doc#524;1841-1947;5_POES_GOZZANO_LA VIA DEL RIFUGIO;POESIA;Guido Gozzano;La via del rifugio;1907;;non è che s ' avventuri un ' altra volta e cinga di tripudi un ' altra volta i rami;seminudi;, tutti raggiando questi cieli puri ? Madre Terra sei tu che trasfiguri la vigilia dei giorni foschi e crudi;ev
doc#526;1841-1947;5_POES_GRAF_POESIE;POESIA;Arturo Graf;Poesie;1922;;folti . Un po ' mutato , è vero . - Gialli , verdicci muschi Rodono delle statue i corpi;seminudi;"; Più scarsi e rochi i fonti sgorgan dai sassi rudi , Tra foglie parasite e racimoli bruschi . Intornati";ev
doc#526;1841-1947;5_POES_GRAF_POESIE;POESIA;Arturo Graf;Poesie;1922;;le reti . Infaticati e rudi S ' alternano al cimento : Sferzano il sole e il vento I corpi;seminudi;. Validi corpi in grame Vesti : petti villosi , Lacerti poderosi , Tinti in color di rame . Dietro;ev
doc#545;1841-1947;5_PROSA_D'ANNUNZIO_FORSE CHE SÌ FORSE CHE NO;PROSA;Gabriele D'annunzio;Forse che sì forse che no;1910;;uno scroscio di applausi . Alle mura e alle colonne pendevano imagini di pugilatori giganteschi in atto di combattere ,;seminudi;, coi pugni armati di guanti enormi . Entrò in una vasta sala gremita , afosa di mille petti anelanti;ev
doc#546;1841-1947;5_PROSA_D'ANNUNZIO_IL PIACERE;PROSA;Gabriele D'annunzio;Il piacere;1889;;solitario . Gli alberi del viale lungo il muro che congiunge la chiesa alla Villa Medici , si agitavano già;seminudi;, nerastri e rossastri al vento e alla pioggia . II Pincio ancóra verdeggiava , come un ' isola in;ev
doc#547;1841-1947;5_PROSA_D'ANNUNZIO_NOVELLE DELLA PESCARA;PROSA;Gabriele D'annunzio;Le novelle della Pescara;1902;;, si lasciò allettare da un mucchio di olivi messi in salita a sinistra . Passavano quattro o cinque zingari;seminudi;, bronzini , con amuleti luccicanti sul petto , a cavalcioni di certi asini rossastri . Uno di loro fischiava;ev
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;eppure . . . . sia il cielo , il sole , la vista , il mare , gli abitanti;seminudi;", le memorie , le rovine , si finisce per trovarlo bello e poetico ; anche ricordando quella seconda gran";ev
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;"generazioni , di tante diverse genti ; veda col pensiero le sottoposte gole delle Alpi vomitar torrenti or di barbari";seminudi;, più che di ferro , armati di bestial furore , or di schiere ordinate sotto selve di lancie ,;ev
doc#554;1841-1947;5_PROSA_SERAO_LEGGENDE NAPOLETANE;PROSA;Matilde Serao;Leggende napoletane;1895;;le pietre . Si sente un profumo misto di alga , di zolfo e di spezierie soffritte . I bimbi;seminudi;e bruni si rotolano nella via , cascano nell ' acqua , risalgono alla superficie , scuotendo il capo ricciuto;ev
doc#362;1692-1840;4_PERS_BELLI_LETTERE;PERSONALI;Giuseppe Gioacchino Belli;Lettere;1814-1837;;ripete il mal giuoco , ed anzi riaperta la finestra vi si sdraiò sotto sulla nuda terra , e così;seminudo;si addormentò . Figurati alla mattina ! Fu ritrovato tutto gonfio . Interrogato ripetutamente confessò finalmente il tutto , e;ev
